"period";"value";"obs_status";"source";"ref_area";"freq";"unit_measure";"unit_mult"
"2019-08-01";-8;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-09-01";5;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-10-01";7;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-11-01";-2;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-12-01";0;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-01-01";-2;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-02-01";9;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-03-01";6;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-04-01";-52;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-05-01";-42;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-06-01";-6;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-07-01";-6;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-08-01";5;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-09-01";2;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-10-01";-24;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-11-01";-34;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2020-12-01";-25;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-01-01";-6;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-02-01";-9;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-03-01";12;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-04-01";153;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-05-01";121;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-06-01";45;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-07-01";28;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-08-01";23;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-09-01";11;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-10-01";50;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-11-01";88;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2021-12-01";67;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2022-01-01";44;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2022-02-01";20;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2022-03-01";7;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2022-04-01";10;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-01-01";12;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-02-01";12;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-03-01";10;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-04-01";36;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-05-01";30;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-06-01";11;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-07-01";23;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-08-01";14;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-09-01";26;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-10-01";29;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-11-01";25;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2019-12-01";17;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-01-01";24;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-02-01";34;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-03-01";11;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-04-01";-50;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-05-01";-58;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-06-01";-19;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-07-01";-8;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-08-01";28;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-09-01";40;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-10-01";7;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-11-01";6;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2020-12-01";8;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-01-01";23;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-02-01";17;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-03-01";59;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-04-01";175;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-05-01";362;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
"2021-06-01";126;"A";"Данные СберИндекса";"Кабардино-Балкарская Республика";"Месяц";"% г/г";"0"
